    id  name                                    desc                                                                                                                                                                                                                                                           
  1770  DIAG_EVIDENCE                           疾病诊断的依据描述                                                                                                                                                                                                                                    
  1771  DIAG_CODE                               患者入院后初步作出的疾病诊断在西医诊断特定编码体系中的编码                                                                                                                                                                        
  1772  CURRENTLY_TCM_DIAGCODE                  患者入院后初步作出的疾病诊断在中医病名特定分类体系中的代码                                                                                                                                                                        
  1773  CURRENTLY_TCM_DIAGCODE                  患者入院后初步作出的疾病诊断在中医证候特定分类体系中的代码                                                                                                                                                                        
  1774  DIAG_NAME                               需要进行鉴别的西医疾病诊断名称                                                                                                                                                                                                                  
  1775  DISHOSPITAL_TCM_DIAGNAME                需要进行鉴别诊断的中医病名名称                                                                                                                                                                                                                  
  1776  DISHOSPITAL_TCM_DIAGNAME                需要进行鉴别诊断的中医证候名称                                                                                                                                                                                                                  
  1777  OVERINTO_DIAGPLAN                       具体的检査、中西医治疗措施及中医调护                                                                                                                                                                                                         
  1778  THERAPEUTIC_PRINCIPLE                   根据辨证结果采用的治则治法名称术语                                                                                                                                                                                                            
  1779  PATIENT_NAME                            患者入院时所在科室具体负责诊治的，具有住院医师专业技术职务任职资格的医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                           
  1780  PATIENT_NAME                            具有主治医师以上专业技术职务资格的主管医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                        
  1781  INP_NO                                  按照某一特定编码规则赋予住院就诊对象的顺序号                                                                                                                                                                                             
  1782  DEPT_NAME                               患者在医疗机构就诊的科室名称                                                                                                                                                                                                                     
  1783  AREA_NAME                               患者当前所在病区的名称                                                                                                                                                                                                                              
  1784  AREA_NO                                 患者住院期间，所住病房对应的编号                                                                                                                                                                                                               
  1785  BED_NO                                  患者住院期间，所住床位对应的编号                                                                                                                                                                                                               
  1786  SIGN_DATETIME                           完成此项业务活动时的公元纪年日期和时间的完整描述                                                                                                                                                                                       
  1787  PATIENT_NAME                            患者本人在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                    
  1788  PATIENT_SEX                             患者生理性别在特定编码体系中的代码                                                                                                                                                                                                            
  1789  AGE_YEAR                                患者年龄满1周岁的实足年龄，为患者出生后按照日历计算的历法年龄，以实足年龄的相应整数填写                                                                                                                             
  1790  AGE_MONTH                               年龄不足1周岁的实足年龄的月龄，以分数形式表示:分数的整数部分代表实足月龄，分数部分分母为30,分子为不足1个月的天数                                                                                          
  1791  INP_COURSE                              住院病历中病程记录内容的详细描述                                                                                                                                                                                                               
  1792  ADVICE_CONTENT                          医嘱内容的详细描述，中医依据《中药处方格式及书写规范》描述                                                                                                                                                                        
  1793  NURSING_OBSERVATION_RESULT              中医“四诊”观察结果的详细描述，包括望、闻、问、切四诊内容                                                                                                                                                                        
  1794  DIALECTICAL_DESC                        对辨证分型的名称、主要依据和采用的治则治法的详细描述                                                                                                                                                                                 
  1795  CHIN_DECOC_DECWAY                       中药煎煮的方法的描述                                                                                                                                                                                                                                 
  1796  DRUG_USAGE                              中药的用药方法的描述                                                                                                                                                                                                                                 
  1797  MAJOR_TECHNIQUE_FLAG                    医护人员专业技术职务分类在特定编码体系中的代码                                                                                                                                                                                          
  1798  PATIENT_NAME                            医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                 
  1799  SIGN_DATETIME                           进行电子签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                             
  1800  INP_NO                                  按照某一特定编码规则赋予住院就诊对象的顺序号                                                                                                                                                                                             
  1801  DEPT_NAME                               患者在医疗机构就诊的科室名称                                                                                                                                                                                                                     
  1802  AREA_NAME                               患者当前所在病区的名称                                                                                                                                                                                                                              
  1803  AREA_NO                                 患者住院期间，所住病房对应的编号                                                                                                                                                                                                               
  1804  BED_NO                                  患者住院期间，所住床位对应的编号                                                                                                                                                                                                               
  1805  WARDROUNDS_DATATIME                     开始查房时的公元纪年日期和时间的完整描述                                                                                                                                                                                                   
  1806  PATIENT_NAME                            患者本人在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                    
  1807  PATIENT_SEX                             患者生理性别在特定编码体系中的代码                                                                                                                                                                                                            
  1808  AGE_YEAR                                患者年龄满1周岁的实足年龄，为患者出生.后按照日历计算的历法年龄，以实足年龄的相应整数填写                                                                                                                            
  1809  AGE_MONTH                               年龄不足1周岁的实足年龄的月龄，以分数形式表示：分数的整数部分代表实足月龄，分数部分分母为30,分子为不足1个月的天数                                                                                        
  1810  BLOOD_TRANSFUSION_PROCESS               对患者査房结果和诊疗相关意见的详细描述                                                                                                                                                                                                      
  1811  ADVICE_CONTENT                          医嘱内容的详细描述，中医依据《中药处方格式及书写规范》描述                                                                                                                                                                        
  1812  NURSING_OBSERVATION_RESULT              中医“四诊”观察结果的详细描述，包括望、闻、问、切四诊内容                                                                                                                                                                        
  1813  DIALECTICAL_DESC                        对辨证分型的名称、主要依据和采用的治则治法的详细描述                                                                                                                                                                                 
  1814  CN_MEDICINE_DECOCTION_METHOD_DESC       中药煎煮的方法的描述                                                                                                                                                                                                                                 
  1815  DRUG_USAGE                              中药的用药方法的描述                                                                                                                                                                                                                                 
  1816  OVERINTO_DIAGPLAN                       具体的检査、中西医治疗措施及中医调护                                                                                                                                                                                                         
  1817  PATIENT_NAME                            记录单填写者签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                     
  1818  PATIENT_NAME                            具有主治医师专业技术职务资格的医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                    
  1819  PATIENT_NAME                            具有主任医师专业技术职务资格的医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                    
  1820  SIGN_DATETIME                           进行电子签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                             
  1821  INP_NO                                  按照某一特定编码规则赋予住脘就诊对象的顺序号                                                                                                                                                                                             
  1822  DEPT_NAME                               患者在医疗机构就诊的科室名称                                                                                                                                                                                                                     
  1823  AREA_NAME                               患者当前所在病区的名称                                                                                                                                                                                                                              
  1824  AREA_NO                                 患者住院期间，所住病房对应的编号                                                                                                                                                                                                               
  1825  BED_NO                                  患者住院期间，所住床位对应的编号                                                                                                                                                                                                               
  1826  POSTPARTUM_OBSERVATION_TIME             医学相关讨论结束时的公元纪年日期和时间的完整描述                                                                                                                                                                                       
  1827  DISCUSS_PLACE                           患者诊疗相关讨论的地点                                                                                                                                                                                                                              
  1828  SALVAGE _NAMES                          参加术前讨论的人员姓名列表                                                                                                                                                                                                                        
  1829  PATIENT_NAME                            疑难病例讨论的主持人在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                  
  1830  PATIENT_NAME                            患者本人在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                    
  1831  PATIENT_SEX                             患者生理性别在特定编码体系中的代码                                                                                                                                                                                                            
  1832  AGE_YEAR                                患者年龄满1周岁的实足年龄，为患者出生后按照日历计算的历法年龄，以实足年龄的相应整数填写                                                                                                                             
  1833  AGE_MONTH                               年龄不足1周岁的实足年龄的月龄，以分数形式表示:分数的整数部分代表实足月龄，分数部分分母为30,分子为不足1个月的天数                                                                                          
  1834  DISPOSE_OPINION                         疑难病历讨论过程中的具体讨论意见的详细描述                                                                                                                                                                                                
  1835  NURSING_OBSERVATION_RESULT              中医“四诊”观察结果的详细描述，包括望、闻、问、切四诊内容                                                                                                                                                                        
  1836  DIALECTICAL_DESC                        对辨证分型的名称、主要依据和采用的治则治法的详细描述                                                                                                                                                                                 
  1837  ADVICE_CONTENT                          对中药处方医嘱内容的详细描述                                                                                                                                                                                                                     
  1838  DRUG_USAGE                              中药的用药方法的描述                                                                                                                                                                                                                                 
  1839  DISPOSE_OPINION                         主持人就疑难病例讨论过程总结意见的详细描述                                                                                                                                                                                                
  1840  PATIENT_NAME                            医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                 
  1841  PATIENT_NAME                            具有主治医师专业技术职务资格的医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                    
  1842  PATIENT_NAME                            具有主任医师专业技术职务资格的医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                    
  1843  INP_NO                                  按照某一特定编码规则赋予住院就诊对象的顺序号                                                                                                                                                                                             
  1844  DEPT_NAME                               患者在医疗机构就诊的科室名称                                                                                                                                                                                                                     
  1845  AREA_NAME                               患者当前所在病区的名称                                                                                                                                                                                                                              
  1846  AREA_NO                                 患者住院期间，所住病房对应的编号                                                                                                                                                                                                               
  1847  BED_NO                                  患者住院期间，所住床位对应的编号                                                                                                                                                                                                               
  1848  PATIENT_NAME                            患者本人在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                    
  1849  PATIENT_SEX                             患者生理性别在特定编码体系中的代码                                                                                                                                                                                                            
  1850  AGE_YEAR                                患者年龄满1周岁的实足年龄，为患者出生后按照日历计箅的历法年龄，以实足年龄的相应整数填写                                                                                                                             
  1851  AGE_MONTH                               年龄不足1周岁的实足年龄的月龄，以分数形式表示:分数的整数部分代表实足月龄，分数部分分母为30,分子为不足1个月的天数                                                                                          
  1852  INP_DATETIME                            患者实际办理入院手续时的公元纪年日期和时间的完整描述                                                                                                                                                                                 
  1853  CHIEF_COMPLAINT                         对患者本次疾病相关的主要症状及其持续时间的描述，一般由患者本人或监护人描述                                                                                                                                                
  1854  INP_SITUATION                           对患者入院情况的详细描述                                                                                                                                                                                                                           
  1855  NURSING_OBSERVATION_RESULT              中医“四诊”观察结果的详细描述，包括望、闻、问、切四诊内容                                                                                                                                                                        
  1856  DIAG_CODE                               患者入院时作出的疾病诊断在西医诊断特定编码体系中的编硏                                                                                                                                                                              
  1857  CURRENTLY_TCM_DIAGCODE                  患者入院时作出的疾病诊断在中医病名特定分类体系中的代码                                                                                                                                                                              
  1858  CURRENTLY_TCM_DIAGCODE                  患者入院时作出的疾病诊断在中医证候特定分类体系中的代码                                                                                                                                                                              
  1859  THERAPEUTIC_PRINCIPLE                   根据辨证结果采用的治则治法名称术语                                                                                                                                                                                                            
  1860  DIAG_DESC                               对患者诊疗过程的详细描述                                                                                                                                                                                                                           
  1861  CURRENTLY_SITUATION                     对患者当前的情况的描述                                                                                                                                                                                                                              
  1862  DIAG_CODE                               交接班时患者所患的疾病在西医诊断特定编码体系中的编码                                                                                                                                                                                 
  1863  CURRENTLY_TCM_DIAGCODE                  交接班时患者所患的疾病在中医病名特定分类体系中的代码                                                                                                                                                                                 
  1864  CURRENTLY_TCM_DIAGCODE                  交接班时患者所患的疾病在中医证候特定分类体系中的代码                                                                                                                                                                                 
  1865  MATTERS_NEED_ATTENTION                  对可能出现问题及采取相应措施的描述                                                                                                                                                                                                            
  1866  OVERINTO_DIAGPLAN                       接班后的诊疗计划，具体的检査、中西医治疗措施及中医调护                                                                                                                                                                              
  1867  POSTPARTUM_OBSERVATION_TIME             交班结束时的公元纪年日期和时间的完整描述                                                                                                                                                                                                   
  1868  PATIENT_NAME                            交班者在文书上签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                  
  1869  POSTPARTUM_OBSERVATION_TIME             接班结束时的公元纪年日期和时间的完整描述                                                                                                                                                                                                   
  1870  PATIENT_NAME                            接班者签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                              
  1871  INP_NO                                  按照某一特定编码规则赋予住院就诊对象的顺序号                                                                                                                                                                                             
  1872  DEPT_NAME                               患者在医疗机构就诊的科室名称                                                                                                                                                                                                                     
  1873  AREA_NAME                               患者当前所在病区的名称                                                                                                                                                                                                                              
  1874  AREA_NO                                 患者住院期间，所住病房对应的编号                                                                                                                                                                                                               
  1875  BED_NO                                  患者住院期间，所住床位对应的编号                                                                                                                                                                                                               
  1876  PATIENT_NAME                            患者本人在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                    
  1877  PATIENT_SEX                             患者生理性别在特定编码体系中的代码                                                                                                                                                                                                            
  1878  AGE_YEAR                                患者年龄满1周岁的实足年龄，为患者出生后按照日历计算的历法年龄，以实足年龄的相应整数填写                                                                                                                             
  1879  AGE_MONTH                               年龄不足1周岁的实足年龄的月龄，以分数形式表示:分数的整数部分代表实足月龄，分数部分分母为30,分子为不足1个月的天数                                                                                          
  1880  INP_DATETIME                            患者实际办理入院手续时的公元纪年日期和时间的完整描述                                                                                                                                                                                 
  1881  CHIEF_COMPLAINT                         对患者本次疾病相关的主要症状及其持续时间的描述，一般由患者本人或监护人描述                                                                                                                                                
  1882  INP_SITUATION                           对患者入院情况的详细描述                                                                                                                                                                                                                           
  1883  NURSING_OBSERVATION_RESULT              中医“四诊”观察结果的详细描述，包括望、闻、问、切四诊内容                                                                                                                                                                        
  1884  DIAG_CODE                               患者入院时作出的疾病诊断在西医诊断特定编码体系中的编码                                                                                                                                                                              
  1885  CURRENTLY_TCM_DIAGCODE                  患者入院时作出的疾病诊断在中医病名特定分类体系中的代码                                                                                                                                                                              
  1886  CURRENTLY_TCM_DIAGCODE                  患者入院时作出的疾病诊断在中医证候特定分类体系中的代码                                                                                                                                                                              
  1887  THERAPEUTIC_PRINCIPLE                   根据辨证结果采用的治则治法名称术语                                                                                                                                                                                                            
  1888  DIAG_DESC                               对患者诊疗过程的详细描述                                                                                                                                                                                                                           
  1889  CURRENTLY_SITUATION                     对患者当前的情况的描述                                                                                                                                                                                                                              
  1890  DIAG_CODE                               转科时患者所患的疾病在西医诊断特定编码体系中的编码                                                                                                                                                                                    
  1891  CURRENTLY_TCM_DIAGCODE                  转科时患者所患的疾病在中医病名特定分类体系中的代码                                                                                                                                                                                    
  1892  CURRENTLY_TCM_DIAGCODE                  转科时患者所患的疾病在中医证候特定分类体系中的代码                                                                                                                                                                                    
  1893  TRANSFER_PURPOSE                        对患者转科目的的详细描述                                                                                                                                                                                                                           
  1894  OVERINTO_DIAGPLAN                       患者转入科室后的诊疗计划，具体的检査、中西医治疗措施及中医调护                                                                                                                                                                  
  1895  ADVICE_CONTENT                          对中药处方医嘱内容的详细描述                                                                                                                                                                                                                     
  1896  CHIN_DECOC_DECWAY                       中药煎煮的方法的描述                                                                                                                                                                                                                                 
  1897  DRUG_USAGE                              中药的用药方法的描述                                                                                                                                                                                                                                 
  1898  MATTERS_NEED_ATTENTION                  对可能出现问题及采取相应措施的描述                                                                                                                                                                                                            
  1899  TRANSFER_RECORD_TYPE                    患者在院期间转科记录类别的分类代码                                                                                                                                                                                                            
  1900  TRANSFER_DATATIME                       患者转出时的公元纪年日期和时间的完整描述                                                                                                                                                                                                   
  1901  DEPT_NAME                               患者转出去的科室名称                                                                                                                                                                                                                                 
  1902  PATIENT_NAME                            转出医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                           
  1903  OVERINTO_DATATIME                       患者转入时的公元纪年日期和时间的完整描述                                                                                                                                                                                                   
  1904  DEPT_NAME                               患者转入科室的名称                                                                                                                                                                                                                                    
  1905  PATIENT_NAME                            患者转入科室的相关医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                      
  1906  INP_NO                                  按照某一特定编码规则赋予住院就诊对象的顺序号                                                                                                                                                                                             
  1907  DEPT_NAME                               患者在医疗机构就诊的科室名称                                                                                                                                                                                                                     
  1908  AREA_NAME                               患者当前所在病区的名称                                                                                                                                                                                                                              
  1909  AREA_NO                                 患者住院期间，所住病房对应的编号                                                                                                                                                                                                               
  1910  BED_NO                                  患者住院期间，所住床位对应的编号                                                                                                                                                                                                               
  1911  PATIENT_NAME                            患者本人在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                    
  1912  PATIENT_SEX                             患者生理性别在特定编码体系中的代码                                                                                                                                                                                                            
  1913  AGE_YEAR                                患者年龄满1周岁的实足年龄，为患者出生后按照日历计算的历法年龄，以实足年龄的相应整数填写                                                                                                                             
  1914  AGE_MONTH                               年龄不足1周岁的实足年龄的月龄，以分数形式表示:分数的整数部分代表实足月龄，分数部分分母为30,分子为不足1个月的天数                                                                                          
  1915  INP_DATETIME                            患者实际办理入院手续时的公元纪年日期和时间的完整描述                                                                                                                                                                                 
  1916  POSTPARTUM_OBSERVATION_TIME             记录小结完成的公元纪年日期和时间的完整描述                                                                                                                                                                                                
  1917  CHIEF_COMPLAINT                         对患者本次疾病相关的主要症状及其持续时间的描述，一般由患者本人或监护人描述                                                                                                                                                
  1918  INP_SITUATION                           对患者入院情况的详细描述                                                                                                                                                                                                                           
